comments,sentiment_keyword_json,sentiment,emotion
"""of course I would love a latte, I LOVE THE WAY YOU MAKE THEM!!!!!!"" pretty much me when ever I am in a form of relationship","{'usage': {'text_units': 1, 'text_characters': 124, 'features': 2}, 'sentiment': {'document': {'score': 0.962537, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.049268, 'joy': 0.8467, 'fear': 0.008135, 'disgust': 0.009872, 'anger': 0.105712}}}}",positive,joy
0:24 you can hear green hill zone in the background,"{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.062614, 'joy': 0.226573, 'fear': 0.155867, 'disgust': 0.088334, 'anger': 0.089298}}}}",neutral,joy
"Sonic (singing): ""Got a whole brand new look!""
""Gonna make my mom proud!""
""Gonna earn the love I want so Dew-sperately!""

Sonic's mom: ""What was that honey?""","{'usage': {'text_units': 1, 'text_characters': 157, 'features': 2}, 'sentiment': {'document': {'score': 0.691659, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.021974, 'joy': 0.916277, 'fear': 0.033432, 'disgust': 0.009206, 'anger': 0.013435}}}}",positive,joy
Imagine if they released the movie again but with the old design,"{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0.279723, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.155602, 'joy': 0.418213, 'fear': 0.206978, 'disgust': 0.08869, 'anger': 0.097117}}}}",positive,joy
"""In an extremely handsome package"" I cannot imagine the previous version of Sonic saying that","{'usage': {'text_units': 1, 'text_characters': 93, 'features': 2}, 'sentiment': {'document': {'score': -0.492655, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.215405, 'joy': 0.370661, 'fear': 0.048713, 'disgust': 0.047523, 'anger': 0.033192}}}}",negative,joy
"Sonic Boom: *Exists*
Fans: BlUe ArMs!?!

Sonic Movie: *Exists*
Fans: This Is Awesome!","{'usage': {'text_units': 1, 'text_characters': 85, 'features': 2}, 'sentiment': {'document': {'score': 0.986261, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.013381, 'joy': 0.65983, 'fear': 0.007663, 'disgust': 0.022783, 'anger': 0.014142}}}}",positive,joy
"Honestly, knowing the recent movies of similar style and targeted to a similar demographic to this movie, there's a good chance that this movie's going to suck, but regardless of the quality of the movie when it comes out, you have to applaud it from both
A. Being one of the few cases where a big company actually listens to criticism (especially for a kids' movie), and
B. The animators taking the time to completely redesign and reanimate Sonic for the sake of the overall quality of the movie

This is one of the very few times when the internet complaining made a change for the better, and I find this beautiful. Let's hope it doesn't go to their heads and cause them to think that they don't have to try for the rest of the movie, though.","{'usage': {'text_units': 1, 'text_characters': 745, 'features': 2}, 'sentiment': {'document': {'score': -0.380053, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.341804, 'joy': 0.470603, 'fear': 0.072167, 'disgust': 0.05788, 'anger': 0.144778}}}}",negative,joy
This movie was amazing i loved it i cant wait for sonic the heghog 2 its gonna be such a hitttt,"{'usage': {'text_units': 1, 'text_characters': 95, 'features': 2}, 'sentiment': {'document': {'score': 0.958801, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.017751, 'joy': 0.920293, 'fear': 0.020151, 'disgust': 0.006797, 'anger': 0.011879}}}}",positive,joy
2:02 me when there is school,"{'usage': {'text_units': 1, 'text_characters': 28, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}}}",neutral,sadness
"If you pause at the right time at 2:47, you get a glimpse of the nightmare that was 2019 Sonic.","{'usage': {'text_units': 1, 'text_characters': 95, 'features': 2}, 'sentiment': {'document': {'score': -0.370634, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.214421, 'joy': 0.184731, 'fear': 0.42087, 'disgust': 0.075084, 'anger': 0.115411}}}}",negative,fear
1:04 when someone hear me saying i like the first sonic trailer (i did tho),"{'usage': {'text_units': 1, 'text_characters': 75, 'features': 2}, 'sentiment': {'document': {'score': 0.477728, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.30361, 'joy': 0.131414, 'fear': 0.272507, 'disgust': 0.126901, 'anger': 0.083607}}}}",positive,sadness
THIS IS'INT EVEN LETTING ME WATCH!!!!!!,"{'usage': {'text_units': 1, 'text_characters': 39, 'features': 2}, 'sentiment': {'document': {'score': -0.779464, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.071258, 'joy': 0.59596, 'fear': 0.062229, 'disgust': 0.200551, 'anger': 0.167979}}}}",negative,joy
"“tHaT iS vErY gRoSs”

-sonic 2019","{'usage': {'text_units': 1, 'text_characters': 33, 'features': 2}, 'sentiment': {'document': {'score': -0.939145, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.072067, 'joy': 0.028086, 'fear': 0.070571, 'disgust': 0.737557, 'anger': 0.250093}}}}",negative,disgust
"1:03 Dr. Robotnik's scream is literally Jim Carrey screaming, ""HE'S BEAUTIFUL!""","{'usage': {'text_units': 1, 'text_characters': 79, 'features': 2}, 'sentiment': {'document': {'score': -0.43705, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.119282, 'joy': 0.561739, 'fear': 0.00466, 'disgust': 0.026166, 'anger': 0.35423}}}}",negative,joy
This is a vast improvement from the first trailer was enjoying this. Cant wait for the movie now <3,"{'usage': {'text_units': 1, 'text_characters': 99, 'features': 2}, 'sentiment': {'document': {'score': 0.998659, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.007981, 'joy': 0.772442, 'fear': 0.014547, 'disgust': 0.009494, 'anger': 0.023541}}}}",positive,joy
"Sonic 2019:look how many viewers scared of me

Sonic 2020: *look how many cinemas Will be full*","{'usage': {'text_units': 1, 'text_characters': 95, 'features': 2}, 'sentiment': {'document': {'score': -0.86552, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.112555, 'joy': 0.084505, 'fear': 0.621039, 'disgust': 0.033404, 'anger': 0.048688}}}}",negative,fear
"Sonic - ""You've got car insurance, right?""

Me - ""Most likely, but I don't think it covers that."" 🚗","{'usage': {'text_units': 1, 'text_characters': 99, 'features': 2}, 'sentiment': {'document': {'score': -0.739439, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.114211, 'joy': 0.062409, 'fear': 0.276347, 'disgust': 0.058243, 'anger': 0.206734}}}}",negative,fear
"Old Sonic Trailer: *Exists*
[Everyone Disliked That]

New Sonic Trailer: *Exists*
[Everyone Liked That]","{'usage': {'text_units': 1, 'text_characters': 103, 'features': 2}, 'sentiment': {'document': {'score': 0.805223, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.058327, 'joy': 0.149061, 'fear': 0.097709, 'disgust': 0.021402, 'anger': 0.104169}}}}",positive,joy
"1st trailer: can Jim Carrey save this movie?
2nd trailer: an overall fun trailer that gets Sonic's design right and shows promise to be a great movie for audiences who played the games, saw the cartoons, read comics, or just want to watch a movie.","{'usage': {'text_units': 1, 'text_characters': 247, 'features': 2}, 'sentiment': {'document': {'score': -0.565714, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.10326, 'joy': 0.720222, 'fear': 0.088544, 'disgust': 0.067485, 'anger': 0.028271}}}}",negative,joy
of course I want a latte *I LOVE THE WAY YOU MAKE THEM*,"{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': 0.955261, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.069213, 'joy': 0.788442, 'fear': 0.015834, 'disgust': 0.005236, 'anger': 0.11099}}}}",positive,joy
"Anyone noticed ?,hey go let's go
Song in this trailer","{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': 0.803129, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.289512, 'joy': 0.301473, 'fear': 0.221639, 'disgust': 0.113469, 'anger': 0.07229}}}}",positive,joy
I'm totally digging Sonic's new design now. Kudos Paramount!,"{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': 0.982539, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.021879, 'joy': 0.669992, 'fear': 0.149075, 'disgust': 0.084718, 'anger': 0.067579}}}}",positive,joy
"Post Credits Scene
Mario Appears out of the dark
Sonic: Who are you?
Mario: Its-a me Mario and I'm here to talk about the Smash Initiative.","{'usage': {'text_units': 1, 'text_characters': 139, 'features': 2}, 'sentiment': {'document': {'score': -0.438738, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.393014, 'joy': 0.061031, 'fear': 0.219755, 'disgust': 0.135949, 'anger': 0.237505}}}}",negative,sadness
Motherf**kers! U f**king nailed it! I looove this version more than that... other one.,"{'usage': {'text_units': 1, 'text_characters': 86, 'features': 2}, 'sentiment': {'document': {'score': 0.937861, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.095284, 'joy': 0.462934, 'fear': 0.143617, 'disgust': 0.163805, 'anger': 0.098007}}}}",positive,joy
"LOL! They could have started with this design in the first place. I think Jeff Fowler and the graphic artists were smoking some bad shit when they did the first one. 
Lesson: Don't do shitty drugs, go for quality.","{'usage': {'text_units': 1, 'text_characters': 213, 'features': 2}, 'sentiment': {'document': {'score': -0.311379, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.082901, 'joy': 0.187725, 'fear': 0.131048, 'disgust': 0.373287, 'anger': 0.508935}}}}",negative,anger
biggest uno reverse of 2019,"{'usage': {'text_units': 1, 'text_characters': 27, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.207219, 'joy': 0.202433, 'fear': 0.238083, 'disgust': 0.12427, 'anger': 0.072985}}}}",neutral,fear
"Me:this movie is gonna be ugly 


Me after seeing new trailer: aw this ones cute let's keep him.","{'usage': {'text_units': 1, 'text_characters': 96, 'features': 2}, 'sentiment': {'document': {'score': -0.840084, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.195336, 'joy': 0.359092, 'fear': 0.3535, 'disgust': 0.089695, 'anger': 0.077712}}}}",negative,joy
"Sonic: is that all you got 
Doc: no but thank you for asking","{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': 0.971497, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.247791, 'joy': 0.129005, 'fear': 0.096088, 'disgust': 0.060228, 'anger': 0.197362}}}}",positive,sadness
"Me:the sonic trailer sucks 
Paramount: I'm about to make this man's whole career","{'usage': {'text_units': 1, 'text_characters': 80, 'features': 2}, 'sentiment': {'document': {'score': -0.933655, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.219001, 'joy': 0.048143, 'fear': 0.319366, 'disgust': 0.277742, 'anger': 0.383189}}}}",negative,anger
"See, now that wasn’t so hard","{'usage': {'text_units': 1, 'text_characters': 28, 'features': 2}, 'sentiment': {'document': {'score': -0.902647, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.789646, 'joy': 0.032436, 'fear': 0.205666, 'disgust': 0.093191, 'anger': 0.045112}}}}",negative,sadness
Let's just be appreciated that they put all their time and effort and lost their jobs just for this.,"{'usage': {'text_units': 1, 'text_characters': 100, 'features': 2}, 'sentiment': {'document': {'score': -0.49736, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.560453, 'joy': 0.158986, 'fear': 0.037677, 'disgust': 0.088779, 'anger': 0.289316}}}}",negative,sadness
This trailer has taught us one thing: bullying is the answer,"{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': -0.887016, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.159789, 'joy': 0.201247, 'fear': 0.134659, 'disgust': 0.088211, 'anger': 0.215516}}}}",negative,anger
"""OOOOOH GIVE ME A BIG... FAT... BREAK !!"" - Dr Eggman, 2020","{'usage': {'text_units': 1, 'text_characters': 59, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.360495, 'joy': 0.035844, 'fear': 0.259551, 'disgust': 0.237782, 'anger': 0.464988}}}}",neutral,anger
0:25 looks like the sonic boom sonic,"{'usage': {'text_units': 1, 'text_characters': 36, 'features': 2}, 'sentiment': {'document': {'score': 0.511037, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.164149, 'joy': 0.250153, 'fear': 0.092433, 'disgust': 0.051446, 'anger': 0.055911}}}}",positive,joy
"Animator: should we put Segiai?
Other person: yes","{'usage': {'text_units': 1, 'text_characters': 49, 'features': 2}, 'sentiment': {'document': {'score': 0.596686, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.116087, 'joy': 0.088799, 'fear': 0.040166, 'disgust': 0.135837, 'anger': 0.134949}}}}",positive,disgust
"Viewers: Did you fix sonic
paramount: Yes
Viewers: How mush did it cost 
paramount: *PINGUS*","{'usage': {'text_units': 1, 'text_characters': 92, 'features': 2}, 'sentiment': {'document': {'score': 0.565839, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.091234, 'joy': 0.097141, 'fear': 0.027517, 'disgust': 0.019036, 'anger': 0.03817}}}}",positive,joy
i wastied my whole life for nothing,"{'usage': {'text_units': 1, 'text_characters': 35, 'features': 2}, 'sentiment': {'document': {'score': -0.727927, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.42489, 'joy': 0.299992, 'fear': 0.07319, 'disgust': 0.069356, 'anger': 0.280507}}}}",negative,sadness
Funny how they used the “I have no idea” scene in every trailer but ended up changing it.,"{'usage': {'text_units': 1, 'text_characters': 89, 'features': 2}, 'sentiment': {'document': {'score': -0.423737, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.104098, 'joy': 0.573254, 'fear': 0.175831, 'disgust': 0.071006, 'anger': 0.091483}}}}",negative,joy
"Imagine them keeping the old sonic movie design and seeing the scene ""an extemely handsome hackage""","{'usage': {'text_units': 1, 'text_characters': 99, 'features': 2}, 'sentiment': {'document': {'score': 0.420809, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.14638, 'joy': 0.688476, 'fear': 0.03974, 'disgust': 0.114881, 'anger': 0.041737}}}}",positive,joy
"New Sonic: *finally here*

Everyone: Yeah? Good","{'usage': {'text_units': 1, 'text_characters': 47, 'features': 2}, 'sentiment': {'document': {'score': 0.899111, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.028222, 'joy': 0.90348, 'fear': 0.024695, 'disgust': 0.003871, 'anger': 0.028472}}}}",positive,joy
